0 0.725105 
1 0.715617 
2 0.719181 
3 0.727615 
4 0.737280 
5 0.770579 
6 0.851805 
7 0.969090 
8 1.085672 
9 1.171043 
10 1.206901 
11 1.182631 
12 1.092997 
13 0.940795 
14 0.752124 
15 0.622740 
16 0.709984 
17 0.895940 
18 1.059313 
19 1.160260 
20 1.188321 
21 1.141250 
22 1.021519 
23 0.843935 
24 0.665458 
25 0.638133 
26 0.801958 
27 0.988409 
28 1.123209 
29 1.185865 
30 1.171896 
31 1.082111 
32 0.924663 
33 0.733083 
34 0.617235 
35 0.728318 
36 0.919541 
37 1.078371 
38 1.170074 
39 1.186154 
40 1.125700 
41 0.993011 
42 0.807805 
43 0.641776 
44 0.661301 
45 0.837777 
46 1.016493 
47 1.138078 
48 1.186681 
49 1.159105 
50 1.057031 
51 0.891119 
52 0.703408 
53 0.621232 
54 0.758991 
55 0.950451 
56 1.100274 
57 1.180626 
58 1.184936 
59 1.112934 
60 0.970012 
61 0.780047 
62 0.627654 
63 0.683731 
64 0.867563 
65 1.039021 
66 1.148999 
67 1.184681 
68 1.143774 
69 1.028949 
70 0.854316 
71 0.673350 
72 0.633050 
73 0.792142 
74 0.980260 
75 1.118556 
76 1.185071 
77 1.174909 
78 1.088646 
79 0.933808 
80 0.741763 
81 0.617384 
82 0.719419 
83 0.909947 
84 1.071166 
85 1.166004 
86 1.185285 
87 1.127883 
88 0.997832 
89 0.813991 
90 0.645357 
91 0.656622 
92 0.831175 
93 1.011181 
94 1.134637 
95 1.184852 
96 1.158401 
97 1.056907 
98 0.891043 
99 0.702902 
